,year,make,model,final_price,mileage,engine,zipcode
884,1998,BMW,BMW Z3,"$15,000",45000,1.9-Liter Inline-Four,7074
885,1988,Porsche,Porsche 911 Carrera 3.2,"$45,750",80000,3.2-Liter Flat-Six,85020
886,2000,Mercedes-Benz,Mercedes-Benz R129 SL,"$18,500",39000,5.0-Liter V8,6604
887,2000,Ford,Ford Mustang 1964.5-1966,"$46,000",41000,260ci V8,46140
888,2006,Porsche,Porsche 997 911,"$42,000",36000,3.8-Liter Flat-Six,33330
889,1974,Lamborghini,Lamborghini Espada,"$115,500",99000,Rebuilt 3.9-Liter Quad-Cam V12,19124
890,2002,Chevrolet,Chevrolet Corvette C5,"$23,000",15000,5.7-liter LS1 V8,11763
891,1977,Jeep,Jeep CJ-5,"$21,000",1000,Replacement Chevy 383ci V8,38672
892,2002,Ford,Ford Mustang SN95 1994-2004,"$14,500",15000,4.6-Liter V8,73170
893,1969,Honda,Honda Motorcycles,"$3,600",0,49cc Four-Stroke Single,11772
894,2005,Lotus,Lotus Elise,"$35,500",0,59k Miles,6070
895,1971,Triumph,Triumph TR6,"$16,250",94000,2.5-Liter Inline-Six,23228
896,1967,Nissan,Nissan Skyline (S50-Series),"$57,500",0,"6k Kilometers (~4k Miles) Shown, TMU",32757
897,2016,Porsche,Porsche 911 GT3,"$130,000",14000,4.0-Liter Flat-Six,91403
898,1995,BMW,BMW E36 M3,"$16,500",39000,3.0-Liter Inline-Six,98023
899,1980,Mercedes-Benz,Mercedes-Benz W123,"$12,000",195000,2.4-Liter OM616 Diesel Inline-Four,33903
900,1980,Ford,Ford Model T,"$11,500",0,Total Performance King T Tubular Chassis,48370
901,1988,Alfa Romeo,Alfa Romeo 105/115 Series Spider,"$25,001",2000,2.0L Twin-Cam Inline-Four,11968
902,1991,Jeep,Jeep Grand Wagoneer,"$31,991",99000,5.9-Liter V8,92061
903,1970,Jaguar,Jaguar XKE Series II,"$38,000",70000,4.2-Liter Inline-Six,92061
904,1953,Chevrolet,50s,"$24,250",20000,"235ci ""Blue Flame"" Inline-Six",8527
905,1994,Toyota,Toyota Supra,"$85,500",97000,Replacement 2JZ-GTE Inline-Six,7060
906,1998,Porsche,Porsche 993 911,"$95,993",101000,3.6-Liter Flat-Six,98121
907,1958,Chevrolet,Chevrolet Impala,"$163,000",33000,348ci Turbo Thrust V8,75057
908,2011,Porsche,Porsche 997 Turbo,"$126,000",21000,Twin-Turbocharged 3.8L Flat-Six,89103
909,1990,Rolls-Royce,Rolls-Royce SZ Silver Spirit & Silver Spur,"$48,500",0,6.75-Liter V8,89103
910,2003,Mini,Mini Modern,"$8,100",69000,Supercharged 1.6-Liter Inline-Four,6830
911,2017,Porsche,Porsche 991 911,"$93,000",29000,Twin-Turbocharged 3.0L Flat-Six,60013
912,1974,Renault,70s,"$11,000",64000,Turbocharged 1.6L Inline-Four,91352
913,3100,Chevrolet,Chevrolet Pickup,"$30,000",4000,235ci Inline-Six,5774
914,1977,Mercedes-Benz,Mercedes-Benz Unimog,"$27,777",0,5.7-Liter Diesel Inline-Six,6377
915,2006,BMW,BMW E46 M3,"$65,546",26000,3.2-Liter S54 Inline-Six,80031
916,2004,Mercedes-Benz,Mercedes-Benz Gelandewagen,"$29,000",154000,5.0-Liter M113 V8,60013
917,1969,MG,MG MGC,"$24,250",54000,2.9-Liter Inline-Six,98296
918,2009,Mercedes-Benz,Mercedes-Benz AMG,"$33,000",14000,6.2-Liter V8,85755
919,1972,Honda,Honda N360 & N600,"$8,500",52000,598cc Four-Stroke Twin,85755
920,1972,Lotus,Lotus Seven & Caterham Seven,"$12,000",0,2.6-Liter Ford V6,85755
921,1992,Chevrolet,Chevrolet Pickup,"$13,400",76000,5.0-Liter V8,1890
922,1974,Porsche,Porsche 914,"$13,000",86000,1.8-liter Flat-Four,22314
923,2023,Land Rover,Land Rover Defender L663,"$86,000",0,47 Miles,7740
924,1973,Bultaco,70s,"$4,900",23000,348cc Two-Stroke Single,37659
925,1988,Ferrari,Ferrari Testarossa,"$175,000",0,4.9-Liter Flat-12 ,33313
926,1987,Buick,Buick Regal,"$20,500",27000,4.1-Liter V6,33312
927,1989,Toyota,Toyota Land Cruiser 60-Series,"$30,250",220000,4.0L 3F-E Inline-Six,84036
928,1967,Chevrolet,Chevrolet Corvette C2,"$137,500",4000,7.0L LS7 V8,84036
929,2016,Mercedes-Benz,Mercedes-Benz AMG GT,"$82,000",23000,Twin-Turbocharged 4.0-Liter V8,33065
930,1978,Yamaha,70s,"$7,150",0,246cc Two-Stroke Single,92627
931,1983,Land Rover,Land Rover Range Rover Classic,"$38,750",0,3.5L V8,92627
932,1983,Shelby,Shelby Cobra Replica,"$41,500",43000,302ci V8,29715
933,1991,BMW,BMW E31 8-Series,"$22,000",106000,5.0-Liter M70 V12,19352
934,1988,Chevrolet,Chevrolet Corvette C4,"$16,250",35000,17k Miles Shown,7430
935,2018,Bentley,Bentley Continental GT,"$191,000",20000,Twin-Turbocharged 6.0-Liter W12,7446
936,2006,Ducati,00s,"$10,750",18000,Air-Cooled 992cc Dual Spark L-Twin,20817
937,2006,Ford,Ford GT 1st Generation,"$382,500",10000,Supercharged 5.4-Liter V8,1801
938,1976,Porsche,Porsche 911 1974-1977,"$78,500",51000,2.7-Liter Flat-Six,77008
939,1959,Lotus,Lotus Elite,"$62,500",0,"1,480cc Coventry Climax FWB Inline-Four",77008
940,2009,Mercedes-Benz,Mercedes-Benz SLR McLaren,"$537,000",946000,Supercharged 5.4-Liter AMG V8,10560
941,2001,Porsche,Porsche 996 911,0,86000,3.4-Liter Flat-Six,7074
942,1993,Mercedes-Benz,Mercedes-Benz W124 E-Class,"$21,000",60000,3.2-Liter Inline-Six,75230
943,2009,Porsche,Porsche Cayenne,"$32,775",92000,4.8-Liter V8,33137
944,1968,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,"$70,000",55000,396ci V8,8804
945,1972,Kawasaki,70s,"$20,000",25000,748cc Two-Stroke Triple,95632
946,1980,Pontiac,Pontiac Firebird,"$23,000",9000,Turbocharged 4.9-Liter V8 ,33062
947,1950,Ford,50s,"$15,250",37000,239ci Flathead V8,28016
948,2013,Ford,Ford Mustang S197 2005-2014,"$47,000",8000,5.0-Liter V8,20171
949,2004,BMW,BMW E46 M3,"$31,000",77000,3.2-Liter S54 Inline-Six,44142
950,2001,Porsche,Porsche 996 911,"$28,996",90000,3.4-Liter Flat-Six,18940
951,2003,Toyota,Toyota Pickup,"$26,250",11000,4.7-Liter V8,53114
952,1986,Ford,Ford Fox-Body Mustang,"$15,023",38000,Turbocharged 2.3-Liter Inline-Four,77586
953,1999,Bentley,Bentley Azure,"$72,000",24000,Turbocharged 6.75-Liter V8,92627
954,1961,Mercedes-Benz,Mercedes-Benz 190SL,"$165,000",10000,1.9-Liter M121 Inline-Four,11968
955,1961,Ferrari,nItalian,"$20,500",0,"Used in Turin, Italy",94402
956,1995,Mercedes-Benz,Mercedes-Benz W124 E-Class,"$7,100",137000,3.2-Liter Inline-Six,95131
957,1967,Chevrolet,Chevrolet Corvette C2,"$78,000",81000,327ci V8,7452
958,1954,Buick,Buick Roadmaster,"$17,501",86000,322ci Nailhead V8,7452
959,1959,Mercedes-Benz,Mercedes-Benz Ponton,"$20,000",91000,2.2-Liter M180 Inline-Six,77546
960,1978,Chevrolet,Chevrolet Corvette C3,"$18,000",21000,350ci L82 V8,49276
961,1987,Porsche,Porsche 911 Carrera 3.2,"$75,500",118000,3.2-Liter Flat-Six,34229
962,2008,Porsche,Porsche 997 Turbo,"$91,500",26000,Twin-Turbocharged 3.6L Flat-Six,2493
963,1991,BMW,BMW E34 M5,"$22,900",157000,3.5-Liter S38 Inline-Six,91030
964,1980,Triumph,Triumph Wedge,"$12,150",83000,3.5-Liter V8,4096
965,1978,International Harvester,International Harvester Scout,"$27,000",37000,345ci V8,28277
966,2013,Mercedes-Benz,Mercedes-Benz R231 SL,"$82,000",0,Twin-Turbocharged 5.5-Liter M157 V8 ,92627
967,2021,Jeep,Jeep Wrangler,"$79,500",20000,6.4-Liter Hemi V8,44230
968,1996,Toyota,Toyota Land Cruiser 80-Series,"$16,000",190000,4.5-Liter Inline-Six,11209
969,2018,Mercedes-Benz,Mercedes-Benz Gelandewagen,"$302,355",65000,"2,800 Miles",60563
970,2020,Ford,Ford Shelby Mustang,"$83,000",0,Supercharged 5.2-Liter V8,48150
971,2009,Ferrari,Ferrari 599 GTB & GTO,"$148,333",20000,6.0-Liter F140C V12,20854
972,2014,Jaguar,Jaguar XK,"$29,000",33000,5.0-Liter V8,71913
973,2005,Mercedes-Benz,Mercedes-Benz AMG,"$40,250",74000,Twin-Turbocharged 6.0-Liter V12,53913
974,2012,Mercedes-Benz,Mercedes-Benz W221 S-Class,"$50,500",51000,Twin-Turbocharged 6.0-Liter V12,92101
975,2001,BMW,BMW Z3,"$19,500",34000,3.0-Liter Inline-Six,19454
976,1988,Mercedes-Benz,Mercedes-Benz R107 SL,"$27,500",98000,5.5-Liter V8,34480
977,1988,Porsche,Porsche 944,"$17,750",53000,2.5-Liter Inline-Four,29601
978,1998,Porsche,Porsche 986 Boxster,"$15,750",0,2.5-Liter Flat-Six,19010
979,1967,Toyota,Toyota Land Cruiser FJ40,"$25,000",0,3.9-liter F Inline-Six ,33331
980,3500,Maserati,Maserati 3500 GT,"$115,000",0,Custom Alloy Body by ATL,33331
981,1977,Mercedes-Benz,Mercedes-Benz W123,"$35,250",84000,2.8-Liter Inline-Six,95062
982,2003,BMW,BMW E39 5-Series,"$36,000",16000,4.4L M62 V8,32757
983,2003,000s,nAmerican,"$5,500",0,Chrome Grille w/Headlight Blanks ,95476
984,2016,BMW,BMW Alpina,"$47,000",45000,Twin-Turbocharged 4.4-Liter V8,2169
985,1969,Mercedes-Benz,Mercedes-Benz W111 Coupe & Cabriolet,"$136,000",95000,2.8L Inline-Six,2906
986,1959,Chrysler,Chrysler 300 Letter Series,"$68,000",0,413ci Golden Lion V8,31794
987,1941,Dodge,Dodge Military Vehicles,"$20,500",700000,230ci Inline-Six,59917
988,1989,Porsche,Porsche 928,"$25,751",129000,5.0-Liter DOHC V8,92806
989,2003,Chevrolet,Chevrolet Corvette C5,"$30,000",7000,5.7-Liter LS1 V8,68028
990,1985,Mazda,Mazda RX-7 FB,"$17,750",38000,1.1-Liter 12A Rotary,47304
991,1996,Porsche,Porsche 993 911,"$70,500",72000,3.6-Liter Flat-Six,3909
992,3000,Austin-Healey,Austin-Healey 3000,"$50,000",70000,2.9-Liter Inline-Six,11766
993,2012,Porsche,Porsche 991 911,"$69,000",24000,3.4-Liter Flat-Six,60126
994,1987,BMW,BMW E24 M6,"$72,500",32000,3.5-liter S38B35 Inline-Six,92627
995,1974,Honda,Honda Motorcycles,"$5,400",17000,356cc SOHC Parallel Twin,54944
996,2019,Porsche,Porsche 911 GT3,"$237,000",0,4.0-Liter Flat-Six,97227
997,2000,Mercedes-Benz,Mercedes-Benz R129 SL,"$27,250",43000,6.0-Liter M120 V12,6078
998,1976,Mini,Mini Classic,"$27,500",0,1.5L VTEC Inline-Four,48103
999,2002,Porsche,Porsche 996 Turbo,"$71,500",15000,Twin-Turbocharged 3.6L Flat-Six,98105
1000,1987,Toyota,Toyota Corolla,"$20,000",0,1.6L 4A-GE Inline-Four,98105
1001,2009,Mercedes-Benz,Mercedes-Benz SLK-Class,"$38,769",17000,5.5-Liter V8,91302
1002,1967,Ford,Ford Mustang 1967-1968,"$29,000",0,Replacement 289ci V8,4011
1003,1999,Ford,Ford Super Duty 1999-2007,"$15,500",75000,6.8-Liter V10 ,95131
1004,2008,Mercedes-Benz,Mercedes-Benz Gelandewagen,"$60,000",60000,5.0-Liter M113 V8,85260
1005,1989,Porsche,Porsche 930 Turbo,"$134,000",31000,Turbocharged 3.3-Liter Flat-Six,7044
1006,1970,Honda,Honda Motorcycles,"$4,750",3000,175cc SOHC Parallel Twin,27403
1007,1997,Chevrolet,Chevrolet Blazer 1995-2004,"$16,399",40000,4.3 Liter Vortec V6,7753
1008,2022,Maserati,20s,"$310,000",126000,Twin-Turbocharged 3.0-Liter V6,21784
1009,1958,Chevrolet,Chevrolet Impala,"$32,000",72000,348ci Turbo Thrust V8,54115
1010,2016,Mercedes-Benz,Mercedes-Benz W222 S-Class,"$71,023",12000,Twin-Turbocharged 4.7-Liter V8 ,19406
1011,1970,Plymouth,70s,"$43,500",18000,Fuel-Injected 500ci V8,33312
1012,1974,Yamaha,70s,"$1,800",0,97cc Two-Stroke Single,32960
1013,1991,Lotus,Lotus Elan,"$21,083",24000,Turbocharged 1.6L Inline-Four,92570
1014,1992,Alfa Romeo,Alfa Romeo 105/115 Series Spider,"$16,509",22000,Twin-Cam 2.0L Inline-Four,10560
1015,1978,Lancia,70s,"$26,000",0,2.0-Liter Lampredi Twin-Cam Inline-Four,92570
1016,1952,Packard,50s,"$12,500",55000,Coachwork by Henney,25405
1017,2011,Audi,Audi R8,"$71,000",37000,5.2-Liter V10,89101
1018,1972,970s,nAmerican,"$3,400",172000,Continuously-Variable Automatic Transmision,27606
1019,2012,Toyota,Toyota FJ Cruiser,"$42,500",20000,4.0-Liter V6,7074
1020,2012,Lotus,Lotus Seven & Caterham Seven,"$35,000",12000,2.0L Zetec Inline-Four,94020
1021,2019,Porsche,Porsche 911 GT2,"$455,000",213000,Twin-Turbocharged 3.8L Flat-Six,98409
1022,2004,Porsche,Porsche 911 GT2,"$262,996",10000,Twin-Turbocharged 3.6L Flat-Six ,30534
1023,1962,Chevrolet,Chevrolet Corvette C1,"$62,000",38000,327ci V8,15012
1024,1966,Ford,Ford Thunderbird,"$6,200",29000,390ci V8,15012
1025,1960,Chevrolet,Chevrolet Corvair,"$5,000",314000,Air-Cooled 2.3L Flat-Six,85257
1026,2020,Mercedes-Benz,10s,"$131,500",7000,3.0-Liter Turbodiesel V6,10560
1027,2020,Ford,Ford Model T,"$8,100",0,TMU,97401
1028,2004,Lexus,00s,"$12,000",47000,3.3-Liter V6,95131
1029,1980,BMW,BMW Motorcycles,"$4,100",40000,648cc Opposed Twin,63017
1030,1980,Mercedes-Benz,90s,"$23,000",0,Two-Piece Fiberglass Bodywork,96738
1031,1988,BMW,BMW E30 3-Series,"$17,250",44000,2.5-Liter Inline-Six,22303
1032,1950,Ford,Ford F-Series 1948-1952,"$38,000",73000,238ci Flathead V8,10560
1033,2004,Mercedes-Benz,Mercedes-Benz AMG,"$30,000",67000,Supercharged 5.4-Liter V8,94954
1034,1984,Toyota,Toyota Land Cruiser 60-Series,"$22,500",227000,4.2-Liter 2F Inline-Six,81212
1035,1959,950s,nGerman,"$33,500",46000,Goggomobil T300 Chassis,91786
1036,1955,MG,MG TF,"$11,500",80000,"1,466cc XPEG Inline-Four",93453
1037,2019,Subaru,Subaru WRX STi,"$91,000",0,"3,400 Miles",95482
1038,2020,Ford,Ford GT 2nd Generation,"$983,333",222000,Twin-Turbocharged 3.5L EcoBoost V6,73118
1039,1979,Kawasaki,70s,"$4,100",117000,392cc Two-Stroke Single,32960
1040,2011,Porsche,Porsche 911 GT3,"$613,000",0,"4,500 Miles",10507
1041,1976,Toyota,Toyota Land Cruiser FJ40,"$35,000",2000,Fuel-Injected 350ci V8,43065
1042,2000,Ferrari,Ferrari 456,"$52,456",29000,5.5-Liter V12,92570
1043,2005,Porsche,Porsche Carrera GT,"$1,475,000",0,5.7-Liter DOHC V10 ,92570
1044,2020,Chevrolet,Chevrolet Corvette C8,"$82,500",0,6.2-Liter V8,93940
1045,1968,Mercury,60s,"$25,000",76000,390ci V8,21921
1046,2005,Audi,Audi S4,"$13,000",165000,4.2-Liter DOHC V8,75033
1047,1986,Buick,Buick Regal,"$31,250",54000,Turbocharged 3.8-liter V6,48150
1048,1982,Toyota,Toyota Pickup,"$16,250",98000,2.4-Liter 22R Inline-Four,39069
1049,1975,Ducati,70s,"$8,500",0,864cc L-Twin,30317
1050,2012,Fisker,10s,"$35,750",13000,Dual Direct-Drive Electric Motors,70119
1051,2014,Lotus,Lotus Evora,"$60,000",3000,3.5-Liter DOHC V6,44442
1052,1969,Porsche,Porsche 912,"$34,912",57000,1.6-Liter Flat-Four,27871
1053,1995,Porsche,Porsche 993 911,"$50,000",39000,3.6-Liter Flat-Six,24486
1054,1985,Land Rover,Land Rover 110 / Defender 110 (Euro Spec),"$26,250",0,Imported in 2017,98258
1055,2003,Porsche,Porsche 996 911,"$29,750",69000,3.6-Liter Flat-Six,7702
1056,1992,Toyota,Toyota Land Cruiser 70-Series,"$29,250",0,Turbocharged 4.2-Liter Diesel Inline-Six,76001
1057,2021,Ford,Ford U725 Bronco,"$78,522",244000,Twin-Turbocharged 2.7-Liter EcoBoost V6,55446
1058,2006,BMW,BMW Z4 M Roadster,"$35,000",49000,3.2-Liter Inline-Six,43402
1059,1975,Ferrari,70s,"$130,000",0,3.0-Liter DOHC V8,80110
1060,2014,Honda,10s,"$33,250",27000,3.5-Liter V6,15301
1061,1982,Land Rover,Land Rover Series 88,"$18,500",56000,2.25-Liter Gasoline Inline-Four,30721
1062,2000,Porsche,Porsche 986 Boxster,"$24,250",44000,3.2-Liter Flat-Six,85251
1063,1986,Pontiac,Pontiac Fiero,"$14,250",12000,2.8-Liter V6,18452
1064,1986,inGerman,oryParts,"$7,400",0,Hollow Spokes,29687
1065,1999,Jaguar,Jaguar XK8,"$19,100",11000,4.0-Liter V8,85225
1066,1955,Chevrolet,Chevrolet Pickup,"$40,000",190000,283ci V8,89113
1067,1966,Honda,Honda Motorcycles,"$3,600",800000,99cc Four-Stroke Single,55113
1068,2006,Acura,Acura RSX,"$19,000",86000,2.0-Liter i-VTEC Inline-Four,60124
1069,1967,Chevrolet,Chevrolet Chevelle,"$43,000",0,396ci V8,11050
1070,1981,DeLorean,DeLorean DMC-12,"$79,000",7000,2.85-Liter PRV V6,43016
1071,1968,Mercedes-Benz,Mercedes-Benz W113 SL,"$57,666",57000,2.5-Liter Inline-Six,33178
1072,1990,Nissan,Nissan 300ZX,"$24,800",21000,3.0-Liter VG30DE V6,37830
1073,1975,Ford,Ford F-Series 1973-1979,"$23,000",44000,460ci V8,91340
1074,2002,Porsche,Porsche 996 911,"$37,500",36000,3.6-Liter Flat-Six,85260
1075,1988,Mercedes-Benz,Mercedes-Benz R107 SL,"$16,000",88000,5.5-liter M117 V8,2770
1076,1985,Porsche,Porsche 928,"$9,628",171000,5.0-Liter V8,80007
1077,1979,Volkswagen,Volkswagen Beetle,"$18,000",0,1.6-Liter Flat-Four,80007
1078,1979,Porsche,Porsche 930 Turbo,"$5,300",0,Black-Painted Centers,10570
1079,2004,Mercedes-Benz,Mercedes-Benz W220 S-Class,"$24,000",0,19k Miles,19010
1080,2002,BMW,BMW E46 M3,"$23,000",60000,3.2-Liter Inline-Six,91202
1081,1966,Ford,Ford Mustang 1964.5-1966,"$19,289",99000,289ci V8,38469
1082,1983,Mercedes-Benz,Mercedes-Benz R107 SL,"$9,300",71000,3.8-Liter V8,33912
1083,1987,BMW,BMW E30 3-Series,"$13,500",89000,2.5-Liter M20 Inline-Six,7026
1084,2008,Mercedes-Benz,Mercedes-Benz R230 SL,"$28,250",41000,5.5-Liter V8,19010
1085,1970,Toyota,Toyota Land Cruiser FJ40,"$28,000",0,3.9-Liter F Inline-Six,33326
1086,1975,Honda,Honda Motorcycles,"$9,500",6000,736cc Inline-Four,46160
1087,2003,Land Rover,Land Rover Discovery,"$5,800",119000,4.6-Liter V8,68130
1088,1965,Chevrolet,Chevrolet Corvair,"$8,900",45000,2.7-Liter Flat-Six,44214
1089,1972,Volvo,Volvo P1800/1800,"$21,800",429000,2.0-Liter Inline-Four,92123
1090,2008,Porsche,Porsche 997 Turbo,"$80,000",65000,3.6-Liter Flat-Six,30060
1091,1956,Chevrolet,Chevrolet Corvette C1,"$80,500",55000,265ci V8,48236
1092,1961,960s,nAmerican,"$19,750",700000,General Motors 327ci V8,95452
1093,1981,Porsche,Porsche 911SC,"$55,000",118000,3.0-Liter Flat-Six,91942
1094,2008,Mercedes-Benz,Mercedes-Benz CLK-Class,"$13,251",35000,3.5L M272 V6,53114
1095,1963,Triumph,Triumph TR3,"$11,250",0,"48k Miles Shown,TMU",60631
1096,1997,Toyota,Toyota Land Cruiser 80-Series,"$32,000",300000,4.5-Liter Inline-Six,94602
1097,1974,Cadillac,Cadillac Eldorado,"$14,000",87000,500ci V8,19805
1098,2007,Aston Martin,Aston Martin DB9,"$45,500",32000,6.0-Liter V12,31405
1099,1970,Chevrolet,Chevrolet Pickup,"$48,000",0,454ci V8,92530
1100,1977,International Harvester,International Harvester Scout,"$15,500",0,5.9-Liter Cummins Turbodiesel Inline-Six,40218
1101,1979,Lincoln,Lincoln Continental,"$14,000",28000,400ci V8,25411
1102,1979,inItalian,oryParts,"$10,550",0,Two Medium-Sized Cases,20007
1103,2010,Audi,Audi R8,"$81,008",29000,5.2-Liter V10,21054
1104,1967,Chevrolet,Chevrolet Corvette C2,"$71,000",0,427ci V8,98199
1105,2002,Ford,Ford Thunderbird,"$19,750",19000,3.9-Liter V8,16509
1106,1957,Ford,Ford Thunderbird,"$33,500",43000,312ci Thunderbird Special V8,80537
1107,1987,Porsche,Porsche 911 Carrera 3.2,"$69,690",55000,3.2-Liter Flat-Six,33144
1108,2020,BMW,BMW M2,"$113,000",800000,Twin-Turbocharged 3.0L Inline-Six,3104
1109,2011,BMW,BMW E92/E93 3-Series Coupe & Convertible,"$29,000",42000,Twin-Turbocharged 3.0L Inline-Six,19010
1110,1992,Chevrolet,Chevrolet Pickup,"$23,500",18000,5.7-Liter V8,98290
1111,2017,Porsche,Porsche 991 911,"$155,000",0,Endurance Racing Edition,60563
1112,2003,Acura,Acura NSX NA1/NA2,"$170,000",6000,3.2-Liter V6,8902
1113,1994,Mercedes-Benz,Mercedes-Benz R129 SL,"$15,750",14000,3.2-Liter Inline-Six,33067
1114,1974,Mazda,70s,"$22,250",75000,1.3-Liter Wankel Rotary,30307
1115,2002,Lexus,Lexus SC Coupe,"$32,500",42000,#93 of 100 Neiman Marcus Editions,75248
1116,2008,Toyota,Toyota FJ Cruiser,"$15,750",119000,4.0-Liter V6,33178
1117,1981,Jeep,Jeep CJ-8,"$37,000",44000,2.8L Cummins Turbodiesel Inline-Four,29301
1118,1986,Chevrolet,Chevrolet K5 Blazer 1973-1991,"$39,500",99000,350ci V8,90031
1119,2021,Ford,Ford Super Duty 2017-,"$98,500",11000,6.7L Power Stroke Turbodiesel V8,89074
1120,1964,Chrysler,Chrysler Imperial,"$26,250",53000,413ci V8,18940
1121,2012,Land Rover,Land Rover Range Rover L322,"$32,323",66000,Supercharged 5.0-Liter V8,92627
1122,1995,Land Rover,Land Rover Range Rover Classic,"$75,000",34000,4.2-Liter V8,10987
1123,1961,Alfa Romeo,Alfa Romeo 750/101 Series Giulietta & Giulia,"$37,250",14000,1.3L Twin-Cam Inline-Four,94117
1124,2006,Ford,Ford Mustang S197 2005-2014,"$22,250",8000,4.6-Liter V8,8807
1125,2000,Chevrolet,Chevrolet Corvette C5,"$25,000",38000,5.7-Liter V8,97035
1126,2005,Mini,Mini Modern,"$17,000",42000,Supercharged 1.6L Inline-Four,53114
1127,2004,BMW,BMW E46 M3,"$22,550",85000,3.2-Liter Inline-Six,94010
1128,1998,Mercedes-Benz,Mercedes-Benz W210 E-Class,"$6,100",104000,3.2-Liter V6,91344
1129,1936,Ford,Ford Hot Rod,"$55,000",400000,221ci Flathead V8  ,29203
1130,2005,Morgan,Morgan V6 Roadster,"$59,000",33000,Ford 3.0L V6 ,98110
1131,2007,Jaguar,Jaguar XJ,"$22,500",37000,4.2-Liter V8,19010
1132,2002,Pontiac,Pontiac Firebird,"$60,000",0,5.7-Liter LS1 V8,60803
1133,1967,Porsche,Porsche Longhood 911,"$103,000",291000,2.0-Liter Flat-Six,33432
1134,2002,BMW,BMW Z3,"$17,150",43000,3.0-Liter M54 Inline-Six,85225
1135,1990,Porsche,Porsche 964 911,"$40,000",63000,3.6-Liter Flat-Six,83713
1136,2006,Chrysler,Chrysler Crossfire,"$22,500",10000,3.2-Liter SOHC V6,19010
1137,1999,Mazda,Mazda Miata,"$11,099",44000,1.8-Liter Inline-Four,11790
1138,2500,Alfa Romeo,40s,"$300,000",0,Overbored 2.4-Liter DOHC Inline-Six,92627
1139,1984,Jeep,Jeep CJ-7,"$17,500",71000,258ci Inline-Six,28677
1140,2006,Chrysler,00s,"$17,000",15000,Turbocharged 2.4-Liter Inline-Four,63026
1141,2015,McLaren,McLaren Ultimate Series,"$1,577,007",305000,Twin-Turbocharged 3.8-Liter V8 ,33966
1142,2015,inAmerican,nItalian,"$4,800",0,Cobra-Branded Intake Manifold ,93940
1143,1970,Alfa Romeo,Alfa Romeo 105/115 Series Coupe,"$43,350",0,Replacement 1.8L Twin-Cam Inline-Four,93940
1144,2009,Ferrari,Ferrari F430,"$310,000",0,4.3-Liter F136 V8 ,92376
1145,1948,Chevrolet,Chevrolet Pickup,"$50,000",0,383ci Stroker V8,92376
1146,1988,Mercedes-Benz,Mercedes-Benz C126,"$54,000",25000,5.5-Liter V8,94010
1147,2004,Porsche,Porsche 996 911,"$57,000",26000,3.6-Liter Flat-Six,7229
1148,1952,Jaguar,Jaguar XK120,"$22,500",11000,Twin-Cam Inline-Six,4978
1149,1963,Chevrolet,Chevrolet Corvette C2,"$57,500",33000,Replacement 327ci V8,4978
1150,1981,Honda,Honda Motorcycles,"$3,400",800000,72cc Four-Stroke Single,60126
1151,2007,Honda,Honda S2000,"$51,000",6000,2.2-Liter Inline-Four,97013
1152,2022,Ford,Ford U725 Bronco,"$53,750",35000,Turbocharged EcoBoost 2.3-Liter Inline-Four,92625
1153,1999,Mercedes-Benz,Mercedes-Benz CL-Class,"$20,000",147000,6.0-Liter V12,94925
1154,1968,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,"$33,850",73000,327ci V8,14103
1155,1997,Land Rover,Land Rover Defender 90 NAS,"$81,000",38000,4.0-Liter V8,31210
1156,1955,Chevrolet,Chevrolet Tri-5,"$30,500",36000,Replacement 350ci V8,77356
1157,2001,Porsche,Porsche 996 Turbo,"$60,500",67000,Twin-Turbocharged 3.6L Flat-Six,92024
1158,1988,BMW,BMW E30 3-Series,"$16,500",0,2.5-Liter Inline-Six,92203
1159,1975,Fiat,Fiat 124 Spider,"$15,500",94000,1.8-Liter Inline-Four,95060
1160,1968,International Harvester,International Harvester Scout,"$25,750",14000,266ci V8,84098
1161,1973,Porsche,Porsche 914,"$23,750",67000,2.0-Liter Flat Four ,98110
1162,1989,Mercedes-Benz,Mercedes-Benz R107 SL,"$40,500",43000,5.5-Liter V8,21601
1163,2000,Mazda,Mazda Miata,"$14,000",22000,1.8-Liter Inline-Four,13027
1164,1989,Chevrolet,Chevrolet Camaro 3rd Generation 1982-1992,"$37,500",27000,5.7-Liter V8 ,94536
1165,2004,BMW,BMW E46 M3,"$22,611",44000,3.2-Liter S54 Inline-Six,91011
1166,2000,Ford,Ford Excursion,"$36,750",73000,7.3-Liter PowerStroke V8,20747
1167,1984,BMW,BMW E24 6-Series,"$22,250",52000,3.2-Liter Inline-Six,11743
1168,1995,Ford,Ford F-Series 1992-1997,"$15,250",70000,7.5-Liter V8,83704
1169,1974,International Harvester,70s,"$41,500",71000,345ci V8,66502
1170,2003,Chevrolet,Chevrolet Corvette C5,"$30,000",7000,5.7-Liter V8,90066
1171,2003,Porsche,Porsche 911 Carrera 3.2,"$1,911",0,Black-Painted Centers,90250
1172,1977,Toyota,Toyota Land Cruiser FJ40,"$70,500",28000,4.2-Liter Inline-Six,21286
1173,2007,Ford,Ford Shelby Mustang,"$38,000",3000,Supercharged 5.4-Liter V8,96007
